0.000000000000000000e+00,-2.000000000000000042e-02,-5.899999999999999689e-02,-3.899999999999999994e-02,3.899999999999999994e-02,1.000000000000000021e-02,-4.900000000000000189e-02,1.019999999999999934e-01,8.300000000000000433e-02
2.000000000000000042e-03,-2.400000000000000050e-02,-5.899999999999999689e-02,-3.400000000000000244e-02,4.399999999999999745e-02,5.000000000000000104e-03,-4.900000000000000189e-02,9.800000000000000377e-02,8.300000000000000433e-02
4.000000000000000083e-03,-2.400000000000000050e-02,-5.399999999999999939e-02,-2.900000000000000147e-02,3.899999999999999994e-02,0.000000000000000000e+00,-4.399999999999999745e-02,1.069999999999999979e-01,8.300000000000000433e-02
6.000000000000000125e-03,-1.499999999999999944e-02,-4.900000000000000189e-02,-3.400000000000000244e-02,3.400000000000000244e-02,1.000000000000000021e-02,-4.399999999999999745e-02,8.300000000000000433e-02,8.300000000000000433e-02
8.000000000000000167e-03,-5.000000000000000104e-03,-5.399999999999999939e-02,-4.900000000000000189e-02,2.900000000000000147e-02,2.000000000000000042e-02,-5.399999999999999939e-02,7.299999999999999545e-02,8.799999999999999489e-02
1.000000000000000021e-02,0.000000000000000000e+00,-5.899999999999999689e-02,-5.899999999999999689e-02,2.900000000000000147e-02,2.900000000000000147e-02,-5.899999999999999689e-02,8.799999999999999489e-02,8.300000000000000433e-02
1.200000000000000025e-02,-5.000000000000000104e-03,-5.899999999999999689e-02,-5.399999999999999939e-02,3.400000000000000244e-02,2.400000000000000050e-02,-5.899999999999999689e-02,8.300000000000000433e-02,8.799999999999999489e-02
1.400000000000000029e-02,0.000000000000000000e+00,-4.900000000000000189e-02,-4.900000000000000189e-02,2.400000000000000050e-02,2.400000000000000050e-02,-4.900000000000000189e-02,8.300000000000000433e-02,8.799999999999999489e-02
1.600000000000000033e-02,-1.499999999999999944e-02,-4.399999999999999745e-02,-2.900000000000000147e-02,2.900000000000000147e-02,5.000000000000000104e-03,-3.899999999999999994e-02,9.299999999999999933e-02,9.800000000000000377e-02
1.800000000000000211e-02,-2.400000000000000050e-02,-4.900000000000000189e-02,-2.400000000000000050e-02,3.899999999999999994e-02,0.000000000000000000e+00,-3.899999999999999994e-02,9.299999999999999933e-02,9.299999999999999933e-02
2.000000000000000042e-02,0.000000000000000000e+00,-3.899999999999999994e-02,-3.899999999999999994e-02,2.000000000000000042e-02,2.000000000000000042e-02,-3.899999999999999994e-02,7.799999999999999989e-02,9.800000000000000377e-02
2.199999999999999872e-02,2.000000000000000042e-02,-2.900000000000000147e-02,-4.900000000000000189e-02,5.000000000000000104e-03,3.400000000000000244e-02,-3.899999999999999994e-02,8.799999999999999489e-02,1.019999999999999934e-01
2.400000000000000050e-02,1.000000000000000021e-02,-2.900000000000000147e-02,-3.899999999999999994e-02,1.000000000000000021e-02,2.400000000000000050e-02,-3.400000000000000244e-02,8.300000000000000433e-02,1.019999999999999934e-01
2.600000000000000228e-02,-5.000000000000000104e-03,-2.900000000000000147e-02,-2.400000000000000050e-02,2.000000000000000042e-02,1.000000000000000021e-02,-2.900000000000000147e-02,8.300000000000000433e-02,1.120000000000000023e-01
2.800000000000000058e-02,0.000000000000000000e+00,-2.900000000000000147e-02,-2.900000000000000147e-02,1.499999999999999944e-02,1.499999999999999944e-02,-2.900000000000000147e-02,6.800000000000000488e-02,1.069999999999999979e-01
2.999999999999999889e-02,2.000000000000000042e-02,-2.900000000000000147e-02,-4.900000000000000189e-02,5.000000000000000104e-03,3.400000000000000244e-02,-3.899999999999999994e-02,8.799999999999999489e-02,1.019999999999999934e-01
3.200000000000000067e-02,2.400000000000000050e-02,-2.400000000000000050e-02,-4.900000000000000189e-02,0.000000000000000000e+00,3.400000000000000244e-02,-3.899999999999999994e-02,6.800000000000000488e-02,1.019999999999999934e-01
3.400000000000000244e-02,5.000000000000000104e-03,-3.899999999999999994e-02,-4.399999999999999745e-02,2.000000000000000042e-02,2.400000000000000050e-02,-4.399999999999999745e-02,8.799999999999999489e-02,1.120000000000000023e-01
3.600000000000000422e-02,5.000000000000000104e-03,-2.000000000000000042e-02,-2.400000000000000050e-02,1.000000000000000021e-02,1.499999999999999944e-02,-2.400000000000000050e-02,8.300000000000000433e-02,1.219999999999999973e-01
3.799999999999999906e-02,3.400000000000000244e-02,-1.499999999999999944e-02,-4.900000000000000189e-02,-1.000000000000000021e-02,3.899999999999999994e-02,-3.400000000000000244e-02,7.299999999999999545e-02,1.170000000000000068e-01
4.000000000000000083e-02,4.399999999999999745e-02,-1.499999999999999944e-02,-5.899999999999999689e-02,-1.499999999999999944e-02,4.900000000000000189e-02,-3.899999999999999994e-02,7.799999999999999989e-02,1.069999999999999979e-01
4.200000000000000261e-02,4.900000000000000189e-02,-5.000000000000000104e-03,-5.399999999999999939e-02,-2.000000000000000042e-02,4.900000000000000189e-02,-2.900000000000000147e-02,8.300000000000000433e-02,1.170000000000000068e-01
4.399999999999999745e-02,5.899999999999999689e-02,5.000000000000000104e-03,-5.399999999999999939e-02,-2.900000000000000147e-02,5.399999999999999939e-02,-2.400000000000000050e-02,4.900000000000000189e-02,1.170000000000000068e-01
4.599999999999999922e-02,5.899999999999999689e-02,0.000000000000000000e+00,-5.899999999999999689e-02,-2.900000000000000147e-02,5.899999999999999689e-02,-2.900000000000000147e-02,4.399999999999999745e-02,1.219999999999999973e-01
